label,text
sadness,"The elections of 1982 and 1985.  The thought of what a social à democrat and communist majority could achieve, especially ""worker à share"" funds and its extension."
disgust,"A study visit to a chicken factory : the butchery, the smell, à the environment and the noise."
shame,Confession to my parents about my involvement in a moped theft.
guilt,"[ No answer as I see very little difference between shame and à guilt.  Therefore see answer for ""shame"".]"
joy,When I was appointed to position of trust in a group set up to à change the working environment.
fear,I was alone in a cottage I often stay in.  I was woken up by a à rustling sound in the middle of the night.
anger,"When I tried to explain to a plumber, face to face, that the à toilet was broken and he did not believe it (it had been mended à ten times)."
sadness,When the result of a project work was treated nonchalantly à intead of being criticized by the teacher.
disgust,When programmes on violence or pornography are shown on T.V.
shame,When I talked maliciously about a colleague at work to someone à else.  Immediately afterwards I felt ashamed.
guilt,When I decided to take a week s holiday without consulting the à family first.
joy,After my girl and I talked things over our relationship changed à and became positive.  A diificult time turned into pleasant one.
fear,When we could not land our plane and we knew that the fuel was à running out.  Bad weather had already frightened us.
anger,When I read about Reagan's tactical decision concerning the à South African boycott.
sadness,When my half brother became seriously ill with cancer and died à later.
disgust,A film were a woman was attacked and raped.  One did not see the à worst but it had the desired effect - very strong.
shame,I made a comment and it was interpreted completely differently à from what I had meant.  When I said it I realized how my mother à had understood it.
guilt,I had promised to visit my girlfriend but for different reasons à could not make it.  I rang up later to tell her that I could not à come.
joy,"When I was offered a high position of trust, which I later à accepted."
fear,I had the window open and the door was shut so that the kitten à would not go out.  My partner came in and started talking about à something and I forgot about the window and suddenly I saw the à kitten hanging from the window frame. I was rigid with fright à till I got hold of her.
anger,Some noisy guests arrived at the hotel.  I had been slightly à irritated earlier.  At night when I was trying to sleep they were à having a party so I went and yelled at them.  I wanted to sleep à as I had to get up early the next day.
sadness,When I was told that I had not been successful in getting the job I à had been expecting.  I was sure that I was sufficiently à qualified.
disgust,When my cat vomited and a worm came out which was still alive.  I à was forced to wipe it up.
shame,When I was a child it was found out that I had taken off my à clothes outdoors.  It was summer and my friend and I were out à in the woods.  It had felt exciting at that time.  My parents à discovered that my trousers were back to front and I felt à ashamed.
